ceb	age	educ	religion	idlnchld	knowmeth	usemeth	evermarr	agefm	heduc	urban	electric	radio	tv	bicycle
1	25	7	other	4	1	1	1	19	7	1	0	1	0	0
2	26	7	spirit	4	1	1	1	19	7	1	0	1	0	0
6	32	3	spirit	6	1	1	1	18	7	1	1	1	0	1
4	24	7	catholic	4	1	1	1	15	0	1	0	1	0	1
4	33	6	spirit	4	1	1	1	19	7	1	1	1	0	1
2	32	0	protestant	2	1	1	1	13	0	1	1	1	0	0
1	37	8	protestant	5	1	0	1	24	10	1	1	1	0	0
4	29	7	other	6	1	1	1	23	0	1	1	1	0	0
3	30	6	spirit	4	1	1	0	NA	NA	1	1	0	0	0
2	28	0	spirit	6	1	1	0	NA	NA	1	1	0	0	1
1	27	6	spirit	6	1	1	1	17	7	1	1	0	0	0
1	21	7	spirit	4	1	1	1	18	0	1	0	1	0	0
3	32	5	other	4	1	1	1	23	6	1	1	1	0	1
4	30	3	other	4	1	1	1	16	0	1	1	1	0	1
2	26	3	other	4	1	1	0	NA	NA	1	1	1	0	1
5	38	5	protestant	5	1	1	1	17	0	1	1	1	0	0
3	32	7	protestant	5	1	1	1	17	7	1	1	1	0	1
4	28	7	protestant	6	1	0	1	15	5	1	1	1	0	0
0	24	10	other	4	1	1	0	NA	NA	1	1	0	0	1
0	18	7	protestant	4	1	1	0	NA	NA	1	1	0	0	1
0	17	9	protestant	4	1	0	0	NA	NA	1	1	0	0	1
3	30	2	protestant	6	1	1	1	23	0	1	1	1	0	1
2	25	7	other	6	1	1	1	18	7	1	1	1	0	0
2	25	10	protestant	4	1	1	0	NA	NA	1	1	1	0	0
6	37	7	spirit	NA	1	1	1	17	0	1	0	1	0	1
5	31	3	spirit	5	1	1	1	16	0	1	0	0	0	0
1	20	1	spirit	6	1	0	1	19	7	1	0	1	0	0
2	29	8	other	2	1	1	0	NA	NA	1	0	1	0	0
1	22	12	protestant	4	1	1	0	NA	NA	1	0	1	0	0
4	26	0	other	6	1	1	1	14	0	1	0	1	1	1
5	36	0	protestant	5	1	1	1	19	10	1	0	0	0	0
1	32	0	protestant	8	1	0	1	17	10	1	0	0	0	0
1	23	9	protestant	4	1	1	1	22	10	1	0	0	0	0
0	16	6	protestant	6	0	0	0	NA	NA	1	0	0	0	0
2	26	10	protestant	2	1	1	0	NA	NA	1	0	1	0	1
1	38	7	other	NA	1	0	0	NA	NA	1	0	1	0	0
1	27	10	protestant	4	1	1	1	25	12	1	0	1	0	1
3	25	7	protestant	5	1	1	0	NA	NA	1	0	1	0	1
1	26	10	protestant	4	1	1	0	NA	NA	1	0	1	0	1
0	19	10	protestant	4	1	0	1	19	12	1	0	1	0	1
0	16	10	other	3	1	0	0	NA	NA	1	0	1	0	1
1	18	8	protestant	3	1	1	0	NA	NA	1	0	1	1	0
0	16	9	catholic	5	1	1	0	NA	NA	1	0	1	1	0
2	27	10	spirit	2	1	1	0	NA	NA	1	0	1	1	0
0	28	12	protestant	4	1	0	1	27	10	1	0	1	0	0
2	27	10	spirit	6	1	1	0	NA	NA	1	0	1	0	0
4	35	9	other	6	1	1	1	21	6	1	0	1	1	1
0	16	10	protestant	4	1	1	0	NA	NA	1	0	1	0	0
0	17	9	protestant	3	1	0	0	NA	NA	1	0	1	0	0
3	26	7	spirit	4	1	1	1	16	9	1	0	1	0	0
0	19	10	protestant	4	1	0	0	NA	NA	1	0	1	0	0
0	21	10	protestant	4	1	0	0	NA	NA	1	0	1	0	0
9	47	2	protestant	7	1	1	1	18	5	1	0	0	0	0
1	19	10	protestant	4	1	1	0	NA	NA	1	0	0	0	0
5	42	4	spirit	10	1	0	1	19	2	1	0	1	0	0
0	17	7	other	5	1	1	0	NA	NA	1	0	1	0	0
2	20	9	protestant	4	1	1	0	NA	NA	1	0	1	0	1
6	36	7	other	6	1	1	0	NA	NA	1	0	1	0	0
2	26	7	spirit	4	1	1	0	NA	NA	1	0	1	0	1
0	15	7	other	5	1	0	0	NA	NA	1	0	0	0	0
1	21	6	protestant	7	1	1	0	NA	NA	1	0	1	0	1
1	20	0	spirit	8	1	1	1	14	15	1	0	1	0	1
5	29	0	other	5	1	1	1	20	0	1	0	1	0	1
2	25	9	spirit	5	1	1	1	21	10	1	0	0	0	1
0	34	6	other	NA	1	0	1	27	0	1	0	1	0	1
3	31	0	protestant	5	1	1	1	18	3	1	0	1	0	0
0	47	3	other	12	1	0	0	NA	NA	1	0	0	0	1
3	28	0	protestant	3	1	1	0	NA	NA	1	0	0	0	0
2	33	4	protestant	2	1	1	0	NA	NA	1	0	0	0	0
0	17	7	spirit	5	1	0	0	NA	NA	1	0	0	0	0
1	23	5	other	4	1	0	1	17	0	1	0	1	0	0
2	28	7	other	6	1	1	0	NA	NA	1	0	1	0	0
8	37	3	protestant	NA	1	1	0	NA	NA	1	0	1	0	0
0	18	10	spirit	2	1	0	0	NA	NA	1	0	1	0	0
5	30	0	other	5	1	1	1	30	3	1	0	0	0	1
2	31	0	other	3	1	1	1	15	0	1	0	0	0	0
4	32	0	spirit	4	1	0	1	20	3	1	0	0	0	1
6	29	7	spirit	6	1	1	1	20	14	1	0	0	0	0
2	24	7	spirit	4	1	1	0	NA	NA	1	0	0	0	1
0	23	7	spirit	6	1	0	1	20	0	1	0	0	0	1
1	20	0	other	4	1	0	0	NA	NA	1	0	1	0	1
6	36	0	other	7	1	1	1	26	3	1	0	1	0	0
0	16	7	spirit	NA	1	0	0	NA	NA	1	0	1	0	0
0	18	10	other	2	1	1	0	NA	NA	1	0	1	0	0
1	18	9	other	2	1	1	0	NA	NA	1	0	1	0	1
4	29	0	other	3	1	1	0	NA	NA	1	0	0	0	0
0	23	8	protestant	5	1	0	0	NA	NA	1	0	0	0	0
4	36	7	spirit	4	1	1	1	18	4	1	0	1	0	0
3	33	7	spirit	3	1	1	0	NA	NA	1	0	1	0	0
0	16	9	spirit	4	1	0	0	NA	NA	1	0	1	0	0
4	27	5	other	6	1	1	1	16	6	1	0	0	0	0
0	18	9	spirit	6	1	0	0	NA	NA	1	0	0	0	0
2	20	0	other	3	1	1	0	NA	NA	1	0	1	0	0
6	36	0	spirit	6	1	1	1	17	7	1	0	1	0	0
1	20	7	other	20	1	1	1	16	10	1	0	1	0	0
5	39	4	spirit	6	1	1	1	25	8	1	0	0	0	0
1	24	0	spirit	5	1	1	0	NA	NA	1	0	1	0	0
0	15	5	spirit	5	1	0	0	NA	NA	1	0	1	0	0
1	21	7	spirit	4	1	1	1	18	7	1	0	1	0	0
4	35	5	spirit	4	1	1	1	27	3	1	0	1	0	0
4	29	7	other	4	1	1	0	NA	NA	1	0	1	0	0
0	15	6	spirit	2	1	0	0	NA	NA	1	0	1	0	0
3	29	7	other	5	1	1	1	18	7	1	0	1	0	1
3	28	7	protestant	5	1	1	1	15	0	1	0	1	0	1
0	21	7	other	6	1	0	0	NA	NA	1	0	1	0	1
0	17	5	spirit	5	1	0	0	NA	NA	1	0	1	0	0
1	22	7	other	6	1	1	1	14	9	1	0	1	0	0
1	27	10	spirit	4	1	1	1	17	7	1	0	0	0	0
0	19	10	protestant	3	1	0	0	NA	NA	1	0	0	0	0
4	28	0	spirit	5	1	1	1	15	7	1	0	0	0	0
0	18	7	protestant	5	1	0	0	NA	NA	1	0	0	0	0
0	21	7	spirit	2	1	1	1	20	3	1	0	1	0	1
3	29	10	spirit	5	1	1	1	20	12	1	0	1	0	0
0	22	5	spirit	4	1	0	0	NA	NA	1	0	1	0	0
1	23	10	protestant	4	1	1	0	NA	NA	1	0	1	0	1
0	27	7	spirit	4	1	0	0	NA	NA	1	0	0	0	0
4	27	7	spirit	6	1	1	0	NA	NA	1	0	0	0	0
0	24	0	spirit	4	1	1	0	NA	NA	1	0	0	0	0
0	19	7	spirit	3	1	0	1	18	0	1	0	1	0	1
0	16	7	other	5	1	0	0	NA	NA	1	0	1	0	0
3	34	7	spirit	4	1	1	1	17	7	1	0	1	0	0
1	29	10	protestant	3	1	1	0	NA	NA	1	0	1	0	0
6	35	0	spirit	6	1	1	1	16	7	1	0	1	0	0
2	30	7	protestant	6	1	1	0	NA	NA	1	0	1	0	0
1	22	7	protestant	9	1	1	1	21	7	1	0	0	0	0
0	15	7	spirit	5	1	0	0	NA	NA	1	0	1	0	0
2	26	13	other	2	1	1	1	16	7	1	0	1	0	1
0	18	8	other	4	1	0	0	NA	NA	1	0	1	0	0
2	22	11	protestant	3	1	1	0	NA	NA	1	0	1	0	0
0	18	7	spirit	4	1	1	0	NA	NA	1	0	1	0	0
1	22	11	catholic	0	1	1	1	19	10	1	0	0	0	0
1	24	6	spirit	4	1	0	1	24	7	1	0	1	0	0
4	37	0	catholic	7	1	1	1	32	0	1	0	0	0	1
0	18	10	catholic	3	1	1	0	NA	NA	1	0	1	0	0
3	33	10	protestant	4	1	1	1	26	NA	1	0	0	0	1
2	26	0	other	5	1	1	1	21	4	1	0	1	0	1
3	26	7	protestant	3	1	1	1	20	10	1	0	1	0	1
9	43	2	protestant	9	1	1	1	24	0	1	0	1	0	1
0	24	7	protestant	NA	1	0	1	16	0	1	0	1	0	1
2	24	7	spirit	5	1	1	1	16	7	1	0	1	1	1
0	20	7	spirit	4	1	1	0	NA	NA	1	0	1	0	1
2	26	7	protestant	6	1	1	0	NA	NA	1	0	1	0	1
0	18	10	spirit	4	1	0	0	NA	NA	1	0	0	0	0
0	16	7	spirit	1	1	0	0	NA	NA	1	0	0	0	0
0	19	7	spirit	8	1	0	0	NA	NA	1	0	0	0	0
1	23	8	spirit	3	1	0	0	NA	NA	1	0	0	0	1
2	26	7	other	7	1	1	1	17	2	1	0	0	0	0
0	40	0	other	10	0	0	0	NA	NA	1	0	1	0	0
3	25	7	other	6	1	1	1	17	0	1	0	1	0	0
1	19	9	catholic	3	1	1	0	NA	NA	1	0	1	0	0
2	23	4	spirit	3	1	0	1	19	0	1	0	1	0	1
3	29	5	spirit	3	1	1	0	NA	NA	1	0	1	0	1
2	21	6	spirit	4	1	1	1	18	7	1	0	1	0	1
8	33	1	spirit	7	1	1	1	17	3	1	1	0	0	0
0	16	7	spirit	2	1	0	0	NA	NA	1	0	1	0	1
1	24	0	protestant	5	1	0	1	20	4	1	0	1	0	1
2	25	5	spirit	4	1	1	1	22	0	1	0	0	0	1
4	28	0	other	10	1	0	1	20	7	1	0	1	0	0
2	27	0	spirit	3	1	1	0	NA	NA	1	1	0	0	0
1	35	1	other	4	1	0	0	NA	NA	1	0	0	0	0
1	27	7	other	4	1	1	0	NA	NA	1	0	1	0	0
1	24	1	other	4	1	1	0	NA	NA	1	0	1	0	0
6	35	0	protestant	7	1	0	1	15	0	1	0	1	0	0
1	17	7	protestant	3	1	0	0	NA	NA	1	0	1	0	0
1	23	0	other	4	1	0	1	20	6	1	0	1	0	0
0	21	5	spirit	4	1	0	0	NA	NA	1	0	1	0	0
3	26	7	other	3	1	0	1	16	6	1	0	0	0	1
8	42	0	spirit	6	1	0	1	16	0	1	0	1	0	1
1	18	7	other	3	1	1	1	13	7	1	1	1	1	0
2	26	7	spirit	6	1	1	1	19	0	1	0	1	0	0
0	19	10	other	4	1	0	1	18	7	1	0	1	0	0
5	39	6	spirit	5	1	1	1	33	7	1	0	1	0	1
3	25	5	spirit	4	1	1	1	17	5	1	0	1	0	1
3	28	5	other	4	1	1	1	20	5	1	0	0	0	0
4	34	0	spirit	6	1	1	1	19	7	1	0	1	0	0
0	27	3	spirit	8	1	0	0	NA	NA	1	1	0	0	0
6	35	6	spirit	6	1	1	0	NA	NA	1	0	1	0	0
1	38	1	spirit	6	1	0	0	NA	NA	1	0	1	0	0
1	26	7	spirit	6	1	0	0	NA	NA	1	0	1	0	0
2	23	10	spirit	8	1	0	1	19	7	1	0	1	0	0
2	25	7	spirit	4	1	0	1	23	7	1	0	1	0	0
4	32	0	spirit	4	1	0	1	27	5	1	0	1	0	0
1	25	10	other	4	1	1	0	NA	NA	1	0	0	0	0
1	19	9	spirit	2	1	1	0	NA	NA	1	1	1	0	0
0	17	9	protestant	3	1	0	0	NA	NA	1	1	1	0	1
1	20	7	spirit	4	1	1	0	NA	NA	1	1	1	0	1
0	28	7	protestant	4	1	0	1	24	0	1	0	1	0	0
4	30	0	other	7	1	1	1	18	0	1	1	1	0	1
2	23	2	spirit	4	1	1	1	17	7	1	1	1	0	1
6	30	7	other	6	1	1	1	16	3	1	1	1	0	0
4	27	7	other	2	1	1	0	NA	NA	1	1	0	0	0
3	23	10	spirit	5	1	1	1	14	10	1	1	1	0	0
0	15	7	other	5	1	0	0	NA	NA	1	0	1	0	1
1	35	0	protestant	4	1	1	1	16	0	1	1	1	0	1
3	32	4	spirit	1	1	1	1	20	7	1	1	1	0	0
0	20	7	spirit	4	1	0	0	NA	NA	1	1	1	0	0
4	28	7	protestant	2	1	1	0	NA	NA	1	1	1	0	0
3	28	6	protestant	4	1	1	1	18	3	1	1	0	0	0
7	35	5	other	4	1	1	1	16	0	1	1	0	0	0
1	32	12	protestant	2	1	1	1	22	10	1	1	1	1	1
0	18	7	protestant	2	1	0	0	NA	NA	1	1	1	1	1
0	18	10	protestant	6	1	0	0	NA	NA	1	1	1	0	1
5	42	6	spirit	5	1	1	1	20	0	1	1	1	0	1
0	15	6	spirit	4	1	0	0	NA	NA	1	1	0	0	0
1	23	8	other	4	1	1	0	NA	NA	1	1	0	0	0
2	25	12	protestant	4	1	1	0	NA	NA	1	0	0	0	0
3	38	10	protestant	6	1	1	0	NA	NA	1	1	0	0	0
0	18	10	other	4	1	NA	0	NA	NA	1	1	0	0	0
7	31	6	spirit	8	1	1	1	15	0	1	1	1	0	0
3	24	7	spirit	3	1	1	0	NA	NA	1	1	1	0	0
3	26	7	spirit	4	1	1	1	25	10	1	1	1	0	0
5	43	5	spirit	6	1	1	1	16	6	1	1	0	0	0
0	19	10	spirit	4	1	1	0	NA	NA	1	1	1	0	0
4	44	7	catholic	4	1	1	1	28	12	1	1	1	1	0
4	30	6	protestant	3	1	1	1	25	10	1	1	1	0	0
6	37	2	spirit	10	1	1	1	18	0	1	1	1	0	1
0	17	10	protestant	5	1	1	0	NA	NA	1	1	1	0	1
2	26	12	protestant	2	1	1	1	20	11	1	1	1	1	1
2	33	7	spirit	5	1	0	0	NA	NA	1	1	1	0	0
3	25	9	spirit	4	1	1	0	NA	NA	1	0	0	0	0
4	30	10	catholic	4	1	1	1	16	11	1	1	1	1	1
3	28	7	spirit	4	1	1	0	NA	NA	1	1	0	0	0
0	26	6	spirit	6	1	1	1	21	NA	1	0	1	0	1
5	28	7	spirit	2	1	0	1	15	7	1	0	1	0	0
4	34	7	catholic	4	1	1	1	30	15	1	1	1	1	1
2	29	11	catholic	4	1	1	1	21	10	1	1	1	1	0
1	23	10	protestant	3	1	1	1	19	11	1	1	1	1	1
2	30	9	spirit	3	1	1	1	21	12	1	1	1	1	1
1	26	0	spirit	4	1	1	0	NA	NA	1	1	0	1	0
1	32	6	other	4	1	1	1	29	12	1	1	0	1	0
2	22	10	other	8	1	1	1	18	12	1	1	1	0	0
0	16	7	spirit	2	0	0	0	NA	NA	1	1	1	0	0
3	27	7	catholic	4	1	1	1	24	7	1	1	1	1	0
1	23	10	spirit	4	1	1	1	21	10	1	1	0	0	0
2	20	7	spirit	3	1	1	0	NA	NA	1	1	0	1	0
1	21	7	spirit	4	1	1	0	NA	NA	1	1	1	0	1
2	29	10	other	5	1	1	0	NA	NA	1	1	0	0	0
5	36	9	spirit	5	1	1	0	NA	NA	1	1	0	0	0
1	19	7	spirit	3	1	1	1	16	0	1	1	1	0	1
2	30	15	catholic	6	1	1	1	27	16	1	1	1	1	0
2	34	0	spirit	6	1	0	0	NA	NA	1	1	1	1	0
4	32	0	other	4	1	1	0	NA	NA	1	1	1	0	0
3	39	5	protestant	3	1	0	1	27	7	1	1	0	0	0
4	29	3	spirit	8	1	1	1	16	7	1	1	0	0	0
1	23	6	spirit	4	1	1	0	NA	NA	1	1	0	0	0
3	28	0	spirit	20	1	1	1	14	10	1	1	1	1	1
1	21	9	other	4	1	1	0	NA	NA	1	1	1	1	1
3	29	0	other	3	1	0	0	NA	NA	1	1	1	0	0
2	23	7	spirit	6	1	0	1	15	7	1	1	1	0	0
7	39	4	spirit	4	1	1	1	15	0	1	1	1	0	0
0	19	7	spirit	6	1	0	0	NA	NA	1	1	1	0	0
6	34	4	other	10	1	0	1	20	0	1	1	1	0	0
8	29	0	other	11	1	1	1	17	7	1	1	1	0	0
0	17	7	other	6	1	0	0	NA	NA	1	1	1	0	0
6	31	7	other	9	1	1	1	27	7	1	1	1	1	1
7	34	3	protestant	7	1	0	1	20	8	1	1	1	1	0
1	21	7	other	4	1	1	0	NA	NA	1	1	1	0	0
3	25	0	spirit	4	1	1	1	13	1	1	0	1	0	0
1	23	4	spirit	5	1	0	0	NA	NA	1	0	1	0	1
4	34	5	catholic	6	1	1	1	21	7	1	1	1	0	0
0	17	9	spirit	5	1	0	0	NA	NA	1	1	1	0	0
0	15	8	catholic	2	1	0	0	NA	NA	1	1	1	0	0
0	19	7	spirit	3	1	0	0	NA	NA	1	1	1	0	0
0	30	0	spirit	7	1	0	1	15	NA	1	1	1	0	0
2	27	2	spirit	6	1	0	1	18	7	1	1	1	0	1
1	28	0	spirit	8	1	0	1	20	NA	1	1	1	0	1
5	30	5	spirit	NA	1	1	1	15	7	1	1	1	0	0
2	29	7	spirit	4	1	1	1	16	NA	1	1	1	0	0
0	17	10	spirit	4	1	0	0	NA	NA	1	1	1	0	0
2	28	10	protestant	4	1	0	0	NA	NA	1	0	1	0	0
1	23	9	catholic	4	1	1	0	NA	NA	1	1	1	0	0
2	20	7	spirit	3	1	1	0	NA	NA	1	1	1	0	0
1	22	14	protestant	2	1	0	0	NA	NA	1	1	1	1	1
0	15	9	protestant	3	1	0	0	NA	NA	1	1	1	1	1
2	25	10	spirit	4	1	1	1	20	10	1	1	1	1	1
2	23	4	spirit	6	1	1	0	NA	NA	1	1	1	1	1
2	22	7	spirit	5	1	0	1	17	0	1	1	1	0	0
1	20	7	spirit	4	1	1	0	NA	NA	1	1	1	0	0
0	16	7	spirit	5	1	0	0	NA	NA	1	0	0	0	0
2	24	7	spirit	4	1	1	1	19	7	1	1	1	0	0
5	34	5	other	6	1	1	1	19	6	1	1	1	0	0
2	30	10	spirit	4	1	1	1	20	10	1	1	1	1	0
0	18	7	spirit	3	1	1	0	NA	NA	1	1	1	1	0
0	15	0	other	1	1	0	0	NA	NA	1	1	1	0	0
3	28	3	spirit	4	1	1	1	16	0	1	1	1	0	0
0	17	5	spirit	5	1	0	0	NA	NA	1	0	1	0	1
1	21	7	other	4	1	1	0	NA	NA	1	1	1	0	0
1	21	7	other	4	1	1	0	NA	NA	1	1	1	1	0
1	21	5	spirit	5	1	1	0	NA	NA	1	1	1	1	0
1	25	7	protestant	6	1	1	1	23	6	1	0	1	0	0
4	36	0	protestant	4	1	0	1	17	7	1	0	0	0	0
5	36	6	protestant	6	1	1	1	22	7	1	0	1	0	0
2	22	7	protestant	4	1	1	1	14	0	1	1	0	0	0
0	24	7	protestant	8	0	0	0	NA	NA	1	0	1	0	0
3	20	3	protestant	3	1	1	1	20	4	1	0	1	0	0
1	21	0	protestant	4	1	1	0	NA	NA	1	0	1	0	0
5	34	0	protestant	6	1	1	1	20	7	1	0	0	0	0
5	32	0	catholic	7	1	0	1	18	0	1	0	1	0	0
3	30	4	protestant	3	1	1	0	NA	NA	1	0	1	0	0
3	36	7	protestant	3	1	1	1	20	10	1	0	0	0	0
2	29	0	protestant	4	0	0	0	NA	NA	1	0	0	0	0
3	36	5	other	6	1	0	0	NA	NA	1	0	0	0	0
1	25	10	protestant	2	1	1	0	NA	NA	1	0	1	0	0
6	34	0	protestant	2	1	0	1	16	0	1	0	0	0	0
3	28	7	other	2	1	1	1	20	9	1	0	1	0	0
2	29	7	spirit	4	1	1	0	NA	NA	1	0	0	0	0
1	20	0	spirit	6	1	1	0	NA	NA	1	0	0	0	0
5	49	0	spirit	10	1	0	1	21	NA	1	0	0	0	0
1	20	7	protestant	4	1	1	0	NA	NA	1	0	0	0	0
6	30	0	protestant	4	1	1	1	28	4	1	0	1	0	0
4	34	7	protestant	2	1	1	0	NA	NA	1	0	1	0	0
1	28	0	spirit	6	1	1	0	NA	NA	1	0	1	0	0
4	29	10	other	4	1	1	0	NA	NA	1	0	1	0	0
2	28	7	spirit	8	1	0	0	NA	NA	1	0	1	0	0
3	29	7	protestant	4	1	1	0	NA	NA	1	0	1	0	0
3	27	10	other	4	1	1	0	NA	NA	1	0	1	0	0
8	42	6	protestant	6	1	1	1	29	4	1	0	0	0	0
0	15	7	protestant	5	1	0	0	NA	NA	1	0	0	0	0
1	24	12	catholic	3	1	1	0	NA	NA	1	0	0	0	0
0	19	10	catholic	3	1	1	0	NA	NA	1	0	0	0	0
2	33	10	protestant	3	1	1	0	NA	NA	1	0	1	0	0
5	31	6	protestant	4	1	1	1	20	7	1	0	1	0	0
4	27	0	protestant	4	1	1	0	NA	NA	1	0	0	0	0
0	17	0	protestant	3	1	0	0	NA	NA	1	0	0	0	0
4	28	0	spirit	4	1	1	1	16	0	1	0	0	0	0
5	29	0	spirit	4	1	1	0	NA	NA	1	0	0	0	0
0	20	3	spirit	6	1	1	1	16	NA	1	0	0	0	0
4	29	2	spirit	2	1	NA	0	NA	NA	1	0	0	0	0
0	18	7	spirit	6	1	0	1	16	0	1	0	0	0	0
1	27	10	protestant	6	1	0	1	20	0	1	0	1	0	0
2	31	4	other	4	1	0	1	24	0	1	0	1	0	0
0	15	8	protestant	3	1	0	0	NA	NA	1	0	1	0	0
0	19	7	protestant	6	1	1	1	18	8	1	0	1	0	0
1	18	0	spirit	4	1	0	1	17	NA	1	0	1	0	0
6	36	5	spirit	10	1	1	1	17	10	1	0	0	0	0
0	15	6	spirit	4	1	0	0	NA	NA	1	0	0	0	0
4	31	7	protestant	4	1	1	0	NA	NA	1	0	0	0	0
3	29	8	protestant	4	1	1	1	14	7	1	0	1	0	0
5	35	0	other	6	1	1	1	18	0	1	0	1	0	0
4	33	10	protestant	6	1	1	1	18	0	1	0	1	1	0
2	23	9	spirit	3	1	1	0	NA	NA	1	0	1	1	0
2	30	7	spirit	2	1	1	1	17	0	1	0	1	0	0
0	26	0	spirit	6	1	0	0	NA	NA	1	0	0	0	0
0	23	4	spirit	6	1	0	1	23	0	1	0	1	0	1
0	20	7	spirit	6	1	0	0	NA	NA	1	0	0	0	0
3	28	7	protestant	4	1	1	0	NA	NA	1	0	1	0	0
2	26	6	spirit	2	1	1	0	NA	NA	1	0	1	0	0
2	31	11	protestant	2	1	1	0	NA	NA	1	1	1	0	1
1	20	7	protestant	1	1	0	0	NA	NA	1	0	1	0	1
2	33	12	catholic	0	1	1	0	NA	NA	1	1	1	1	0
1	29	14	catholic	2	1	1	0	NA	NA	1	1	1	1	0
3	32	14	other	2	1	1	0	NA	NA	1	1	1	1	1
3	33	10	catholic	4	1	1	0	NA	NA	1	1	1	1	1
0	18	7	spirit	6	1	0	0	NA	NA	1	1	1	1	1
4	32	0	catholic	6	1	1	0	NA	NA	0	0	1	0	0
3	40	10	protestant	6	1	1	1	24	0	0	0	1	0	0
3	26	0	protestant	6	1	1	0	NA	NA	0	0	1	0	0
1	20	12	protestant	4	1	1	0	NA	NA	0	1	0	0	0
0	15	8	protestant	5	1	0	0	NA	NA	0	0	1	0	0
1	19	10	protestant	4	1	1	0	NA	NA	0	0	1	0	0
3	28	0	protestant	8	1	1	1	13	6	0	0	1	0	1
2	44	0	spirit	4	1	0	0	NA	NA	0	0	0	0	0
2	29	7	protestant	4	1	0	0	NA	NA	0	0	1	0	0
6	40	7	protestant	6	1	0	1	27	NA	0	0	1	0	0
6	48	9	protestant	4	1	1	1	44	4	0	0	1	1	0
3	35	6	other	6	1	1	0	NA	NA	0	0	0	0	0
0	16	7	other	4	1	0	0	NA	NA	0	0	1	0	1
1	28	7	spirit	5	1	0	1	17	9	0	0	1	0	0
5	32	7	protestant	3	1	1	0	NA	NA	0	0	1	0	0
3	46	5	protestant	3	1	1	1	18	NA	0	0	1	0	0
0	16	7	protestant	2	0	0	0	NA	NA	0	0	1	0	0
0	18	7	spirit	6	1	0	0	NA	NA	0	0	1	0	0
4	28	7	protestant	6	1	1	1	17	0	0	0	1	0	0
1	21	10	protestant	6	1	1	0	NA	NA	0	0	1	0	0
1	28	0	other	4	1	0	0	NA	NA	0	0	1	0	1
2	22	0	other	3	1	1	0	NA	NA	0	0	1	0	0
2	20	0	other	0	1	1	0	NA	NA	0	0	1	0	0
1	28	0	other	2	1	0	1	10	0	0	0	0	0	0
6	36	0	protestant	3	1	1	1	26	NA	0	0	0	0	0
1	24	10	protestant	4	1	1	0	NA	NA	0	0	1	0	0
1	20	8	spirit	2	1	1	0	NA	NA	0	0	1	0	1
0	15	7	spirit	5	1	0	0	NA	NA	0	0	0	0	1
4	28	0	spirit	4	1	1	0	NA	NA	0	0	1	0	0
3	25	7	protestant	4	1	0	1	21	10	0	0	1	0	0
5	27	7	protestant	6	1	0	1	18	0	0	0	1	0	0
0	16	6	spirit	6	1	0	0	NA	NA	0	0	1	0	1
5	34	10	protestant	4	1	1	1	29	NA	0	0	1	0	0
2	19	6	spirit	5	1	0	1	16	7	0	0	1	0	1
0	15	7	spirit	6	1	0	0	NA	NA	0	0	0	0	1
4	27	7	other	4	1	0	1	19	7	0	0	1	0	0
5	38	5	spirit	4	1	1	0	NA	NA	0	0	1	1	0
0	28	4	other	0	1	0	0	NA	NA	0	0	1	0	1
0	20	7	other	1	1	0	0	NA	NA	0	0	0	0	1
8	48	7	spirit	6	1	1	1	27	NA	0	0	0	0	1
1	19	10	spirit	4	1	0	0	NA	NA	0	0	0	0	1
0	25	0	spirit	6	1	0	0	NA	NA	0	0	0	0	1
3	31	8	other	4	1	1	1	21	NA	0	0	0	0	1
2	25	7	other	4	1	1	0	NA	NA	0	0	0	0	1
5	33	6	spirit	6	1	1	1	20	6	0	0	1	0	1
1	23	10	protestant	4	1	1	0	NA	NA	0	0	1	0	1
0	15	9	protestant	2	1	0	0	NA	NA	0	0	1	0	1
1	25	10	other	6	1	1	0	NA	NA	0	0	1	0	0
4	31	8	spirit	5	1	1	1	24	7	0	0	1	0	1
5	30	2	spirit	4	1	1	1	17	0	0	0	1	0	0
0	21	7	spirit	4	1	0	0	NA	NA	0	0	1	0	1
4	29	6	protestant	4	1	1	1	16	0	0	0	1	0	1
0	20	8	spirit	6	1	0	0	NA	NA	0	0	0	0	0
0	19	10	spirit	4	1	0	0	NA	NA	0	0	0	0	0
1	21	7	protestant	4	1	0	0	NA	NA	0	0	1	0	0
2	27	10	other	4	1	1	0	NA	NA	0	0	1	0	0
0	25	10	spirit	6	1	0	0	NA	NA	0	0	1	0	0
1	18	3	protestant	4	1	0	0	NA	NA	0	0	1	0	0
3	43	0	protestant	6	1	0	1	24	0	0	0	1	0	1
3	25	7	protestant	8	1	1	1	16	7	0	0	1	0	0
2	40	5	other	4	0	0	1	23	2	0	0	1	0	1
0	15	7	other	4	1	0	0	NA	NA	0	0	1	0	1
0	30	10	spirit	4	1	0	0	NA	NA	0	0	1	0	0
6	39	5	protestant	4	1	0	1	19	0	0	0	0	0	0
0	16	8	spirit	1	1	0	0	NA	NA	0	0	1	0	1
1	28	4	protestant	6	1	0	1	27	0	0	0	1	0	0
1	25	7	spirit	4	1	0	1	22	7	0	0	1	0	0
4	29	7	other	4	1	1	0	NA	NA	0	0	1	0	0
2	25	8	protestant	6	1	0	0	NA	NA	0	0	1	0	0
0	18	5	spirit	6	1	0	0	NA	NA	0	0	1	0	0
1	20	7	other	4	1	0	0	NA	NA	0	0	1	0	0
3	30	7	other	4	1	1	1	18	7	0	0	1	0	0
